UnitID,Institution Name,Long-term investments (F1011_F2_RV),Property  Plant  and Equipment  net of accumulated depreciation (F1011_F2_RV),Intangible Assets  net of accumulated amortization (F1011_F2_RV),Total assets (F1011_F2_RV),Total liabilities (F1011_F2_RV),Debt related to Property  Plant  and Equipment (F1011_F2_RV),Total unrestricted net assets (F1011_F2_RV),Total restricted net assets (F1011_F2_RV),Permanently restricted net assets included in total restricted net assets (F1011_F2_RV),Temporarily restricted net assets (F1011_F2_RV),Total net assets (F1011_F2_RV),Total revenues and investment return (F1011_F2_RV),Total expenses (F1011_F2_RV),Other specific changes in net assets (F1011_F2_RV),Total change in net assets (F1011_F2_RV),Net assets  beginning of the year (F1011_F2_RV),Adjustments to beginning of year net assets (F1011_F2_RV),Net assets  end of the year (F1011_F2_RV),Investment return - Total (F1011_F2_RV)
190248,Concordia College-New York,8834266,20537918,0,34334179,10841674,0,11697902,11794603,8346648,3447955,23492505,19474381,18519392,0,954989,22537516,0,23492505,1607320
177092,Concordia Seminary,55934600,23656742,0,107736537,7073317,0,5398958,95264262,67586553,27677709,100663220,31856986,18914599,0,12942387,87720833,0,100663220,9616656
150288,Concordia Theological Seminary,20415863,18783048,0,58874444,9901000,7830374,5482696,43490748,30049265,13441483,48973444,15160566,10861353,0,4299213,44674231,0,48973444,4689495
169363,Concordia University-Ann Arbor,7131566,12694981,0,24758567,20760366,9112280,-6276237,10274438,8784616,1489822,3998201,10877449,13030969,0,-2153520,6151721,0,3998201,705190
144351,Concordia University-Chicago,17528662,46543183,0,78105383,53519918,33246098,-4328656,28914121,10945769,17968352,24585465,58465066,56249213,37611,2253464,22332001,0,24585465,3201738
112075,Concordia University-Irvine,8802678,62911590,0,88488927,44335283,34041441,25553963,18599681,11155458,7444223,44153644,49420168,44202521,0,5217647,38935997,0,44153644,1794593
180984,Concordia University-Nebraska,34034161,50193714,0,95626716,27918809,22638988,16430529,51277378,31131079,20146299,67707907,35095805,27159284,0,7936521,59771386,0,67707907,6660573
208488,Concordia University-Portland,1798110,53378257,21728635,76905002,48390724,35675268,16241308,12272970,6996846,5276124,28514278,40150393,36600564,0,3549829,24964459,-10,28514278,124760
173328,Concordia University-Saint Paul,21812915,47170276,0,89699431,33137598,26173984,26660507,29901326,24576572,5324754,56561833,41826546,35504351,0,6322195,50239638,0,56561833,3005144
224004,Concordia University-Texas,13418883,84261081,630722,105758514,38845871,34530630,49771041,17141602,15904274,1237328,66912643,34676578,31172137,0,3504441,63408202,0,66912643,2956117
238616,Concordia University-Wisconsin,47332051,94156361,471543,163409768,29130248,21246320,101094023,33185497,18874904,14310593,134279520,78468214,61670189,0,16798025,117481495,0,134279520,5393309
128902,Connecticut College,223365000,94281000,0,376701000,95030000,0,59335000,222336000,133696000,88640000,281671000,136325000,97595000,0,38730000,242941000,0,281671000,39106000
217961,Converse College,75146443,49273803,0,142661530,29531586,22120000,21098602,92031342,76936109,15095233,113129944,26027352,25279718,10539433,11287067,101842877,0,113129944,5325556
165495,Conway School of Landscape Design,450593,661577,0,1395164,200312,145434,1095845,99007,0,99007,1194852,763388,716851,0,46537,1148315,0,1194852,22032
184153,Cooper Health System Center for Allied Health Education,,,,,,,,,,,,,,,,,,,0
190372,Cooper Union for the Advancement of Science and Art,661589534,196247099,0,890508049,315330350,175000000,-53002279,628179978,66163662,562016316,575177699,81288282,70300986,5498896,16486192,558691507,0,575177699,62322352
210331,Corban University,1720779,13655587,533945,25164473,11873474,8043334,11052384,2238615,1811559,427056,13290999,21511665,21628850,5533893,5416708,7874291,0,13290999,18080
131308,Corcoran College of Art and Design,8894893,18362512,0,43104552,14600950,10219881,302263,28201339,19325139,8876200,28503602,21757594,27524511,-3422119,-9189036,37692638,0,28503602,1801818
153162,Cornell College,68152748,58312107,0,150734632,27211007,16523190,36734584,86789041,61100702,25688339,123523625,36957908,33338267,0,3619641,119903984,0,123523625,6918395
190415,Cornell University,4515537120,2385158974,0,8431912429,2532612250,1432135770,2317558410,3581741769,1823894289,1757847480,5899300179,2399702999,1688761091,68353291,779295199,5120004980,0,5899300179,755677453
170037,Cornerstone University,10243948,30743515,0,51420330,18680294,11563606,25252226,7487810,2830729,4657081,32740036,37536831,32906454,0,4630377,28109659,0,32740036,1071464
235024,Cornish College of the Arts,6295458,64637185,239153,80151300,30942457,26510000,42398792,6810051,5416545,1393506,49208843,32612311,25246274,0,7366037,41842806,0,49208843,1010802
177117,Cottey College,98310200,695586,0,109429233,1674414,0,29046106,78708713,60373492,18335221,107754819,28232275,15212535,0,13019740,94735079,0,107754819,12499366
139393,Covenant College,25085061,42634434,0,75220394,3973659,0,34290584,36956151,17965060,18991091,71246735,30504294,27890128,0,2614166,68632569,0,71246735,4787659
177126,Covenant Theological Seminary,21499678,21011746,0,43649171,3100382,0,13768005,26780784,21084557,5696227,40548789,11829263,9795080,0,2034183,38784467,-269861,40548789,3650678
176770,Cox College,,,,,,,,,,,,,,,,,,,0
169424,Cranbrook Academy of Art,14493853,35412970,902611,52572274,1342696,0,26212394,25017184,19120948,5896236,51229578,12800730,7420353,0,5380377,45849201,0,51229578,5077922
181002,Creighton University,436037000,383537000,0,918364000,325574000,183518000,256630000,336160000,182004000,154156000,592790000,486809000,407124000,0,79685000,513105000,0,592790000,67259000
475608,Criswell College,,,,,,,,,,,,,,,,,,,
439613,Crossroads Bible College,0,1434057,4486,2395115,1202167,836668,1033694,159254,0,159254,1192948,2155982,2078000,0,77982,1114967,-1,1192948,0
174206,Crossroads College,932852,3854134,0,5523393,5752824,3467218,-1515638,1286207,932852,353355,-229431,3546097,3441787,-197175,-92865,-136566,0,-229431,6493
106810,Crowley's Ridge College,641227,1490724,0,2939459,403446,0,1185283,1350730,1269159,81571,2536013,2275059,2083743,0,191316,2344697,0,2536013,57701
174862,Crown College,6464509,17816277,0,27730635,11902724,8823205,9004374,6823537,6488834,334703,15827911,17927412,17457644,0,469768,15358143,0,15827911,679671
190503,Culinary Institute of America,90399948,189615752,0,326499267,137946973,98395000,142907016,45645278,23031663,22613615,188552294,150254665,125169264,-661888,24423513,164128781,0,188552294,11355774
177144,Culver-Stockton College,21547786,22435108,0,47128139,11544530,9585535,17273936,18309673,16462741,1846932,35583609,17456450,16153158,0,1303292,34280317,0,35583609,3489517
219949,Cumberland University,9954494,15839040,0,35419281,7300033,0,17542707,10576541,5291319,5285222,28119248,22360231,20622045,0,1738186,26381062,0,28119248,0
165529,Curry College,80502764,91958784,0,180553878,91763539,78859581,84300092,4490247,1495970,2994277,88790339,80981614,66661228,0,14320386,74469953,0,88790339,7741614
211893,Curtis Institute of Music,89917874,83424158,0,205739642,6633820,0,114887446,84218376,45706383,38511993,199105822,12374506,12536731,27720292,27558067,171547755,0,199105822,4114524
190716,D'Youville College,43307332,73191242,0,146156928,49845217,38450036,82375539,13936172,8205597,5730575,96311711,57185803,47831375,-15341,9339087,86972624,0,96311711,4625366
190725,Daemen College,11335407,43573412,2898982,81474315,47482028,35120000,29345262,4647025,1042267,3604758,33992287,42196987,38548292,-771635,2877060,31115227,0,33992287,2024576
219091,Dakota Wesleyan University,21976746,18009864,0,53053137,9911572,0,10225390,32916175,16435505,16480670,43141565,26100658,14302089,0,11798569,31342996,0,43141565,2924528
224226,Dallas Baptist University,43768111,91299870,0,150204558,22977435,12601464,92010325,35216798,23937069,11279729,127227123,83166976,70583820,0,12583156,114643967,0,127227123,5393563
224244,Dallas Christian College,0,2723736,0,5234971,3547467,0,492087,1195417,169907,1025510,1687504,4812798,4574888,-642719,-404809,1665598,426715,1687504,31064
224305,Dallas Theological Seminary,65334118,49801995,0,119776647,55495631,18242537,31117223,33163793,21197556,11966237,64281016,42949917,31819950,0,11129967,53151049,0,64281016,7891409
182670,Dartmouth College,3589062302,863626457,3497678,5887302297,1807842660,654733573,1109343687,2970115950,973558606,1996557344,4079459637,1216122766,771085877,112784593,557821482,3521638155,0,4079459637,605517104
169479,Davenport University,28665937,108841416,0,191595251,65155048,0,104398100,22042103,13341054,8701049,126440203,131199378,121148395,3311687,13362670,113077533,0,126440203,1302095
198385,Davidson College,544265309,189853272,0,817901739,68994378,19609095,256402492,492504869,293181697,199323172,748907361,182275434,95304819,-1505676,85464939,663442422,0,748907361,94350678
237358,Davis & Elkins College,11599276,23813215,0,61304325,16147125,3690833,13295110,31862090,21574320,10287770,45157200,20816930,17839605,590797,3568122,41589078,0,45157200,1673282
194569,Davis College,1378776,1912525,0,3952756,2443577,2164276,-385648,1894827,1775319,119508,1509179,4024508,3582210,0,442298,1066881,0,1509179,279692
165574,Dean College,30047742,40677785,0,78642999,34791996,27905000,30466916,13384087,5553593,7830494,43851003,33485809,30335022,0,3150787,40700216,0,43851003,3848682
202514,Defiance College,16290758,22753065,0,50695386,11893825,8676277,17925116,20876445,15015517,5860928,38801561,22010705,17805946,92745,4297504,34504057,0,38801561,2835352
211981,Delaware Valley College,33732261,59612143,0,104843198,34820420,27341792,50262041,19760737,4624517,15136220,70022778,85964000,48798306,0,37165694,32857084,0,70022778,3328432
113537,Dell'Arte International School of Physical Theatre,7670,771364,0,1001936,584346,299592,381590,36000,0,36000,417590,982426,1182544,0,-200118,617708,0,417590,264
202523,Denison University,683857356,214816480,0,1041387035,236359695,189102624,355050165,449977175,165400481,284576694,805027340,217378042,107309164,883966,110952844,694074496,0,805027340,130264627
126979,Denver Seminary,7874407,21565535,0,32576585,9778886,7331957,16690528,6107171,4425494,1681677,22797699,11799190,10065880,0,1733310,21064389,0,22797699,1562653
144740,DePaul University,435073000,547148000,0,1219183000,529077000,336756000,628948000,61158000,26571000,34587000,690106000,592788000,494629000,-3387000,94772000,595334000,0,690106000,64233000
150400,DePauw University,496982806,211324912,0,777482718,181686224,119735000,254090337,341706157,268392331,73313826,595796494,154759396,96449152,8997744,67307988,528488506,0,595796494,0
154156,Des Moines University-Osteopathic Medical Center,101748953,41544150,338513,156475079,48551623,31145000,94724585,13198871,7713841,5485030,107923456,69852532,51490821,0,18361711,89561745,0,107923456,17869434
210739,DeSales University,47791360,83279449,0,155548722,47478919,35787109,81026979,27042824,15737980,11304844,108069803,68134533,54932254,-1386543,11815736,96254067,0,108069803,7564174
212009,Dickinson College,297925043,158058859,0,548961601,134563834,112486825,255662468,158735299,105012860,53722439,414397767,159789356,108275418,0,51513938,362883829,0,414397767,53634304
158802,Dillard University,54789255,198469146,16221592,269256370,159103066,147346993,60626914,49526390,20899865,28626525,110153304,40783176,47958637,0,-7175461,117328765,0,110153304,5714798
153241,Divine Word College,21431895,2457260,0,25442708,527293,0,21356619,3558796,3191931,366865,24915415,10804272,6605894,0,4198378,20717037,0,24915415,1402942
181020,Doane College-Crete,100308542,58750110,0,166787133,17123978,11768982,64057256,85605899,41120939,44484960,149663155,48466935,33957349,0,14509584,135153571,0,149663155,16364181
448284,Doane College-Lincoln Grand Island and Master,,,,,,,,,,,,,,,,,,,0
190761,Dominican College of Blauvelt,2797037,53220002,0,64069877,47040851,0,15703111,1325915,1083261,242654,17029026,38792934,35283027,-250063,3259844,13769182,0,17029026,204591
113704,Dominican School of Philosophy & Theology,1032507,32322,0,1908078,123725,0,-642455,2426808,1239142,1187666,1784353,2441519,2659178,0,-217659,2002012,0,1784353,147619
148496,Dominican University,21974338,80693584,0,116679586,47765143,35273272,44025693,24888750,15968177,8920573,68914443,61973924,56604184,0,5369740,63544703,0,68914443,4745247
113698,Dominican University of California,25443166,69179123,0,114651066,40735408,33202059,46142795,27772863,19428386,8344477,73915658,65642216,52492027,0,13150189,60765469,0,73915658,4118650
122117,Dongguk University-Los Angeles,0,2788732,0,3278642,1709305,1352965,1569337,0,0,0,1569337,2229932,2272347,-5747,-48162,1617498,1,1569337,0
155007,Donnelly College,6671562,3427423,0,12337189,1668181,615368,6242934,4426074,2482298,1943776,10669008,6814377,5184288,0,1630089,9038919,0,10669008,943771
153250,Dordt College,34057686,64071340,0,110042953,26837948,19550000,59322587,23882418,10500589,13381829,83205005,38096576,30281194,-6354,7809028,75395977,0,83205005,5578372
190770,Dowling College,10426789,66520305,0,98600867,73001090,58098113,19705284,5894493,1886445,4008048,25599777,75407579,75067226,-1317791,-977438,26577215,0,25599777,52756
153269,Drake University,150863586,161844854,0,386039289,111007236,56730000,138514527,136517526,102096887,34420639,275032053,155853858,123472242,-745026,31636590,243395463,0,275032053,19758378
184348,Drew University,218555000,149849000,0,388368000,116378000,72188000,80584000,191406000,87753000,103653000,271990000,119743000,90427139,1771139,31087000,240903000,0,271990000,38835000
212054,Drexel University,583677000,644834000,0,1638787000,786625000,480524000,394557000,457605000,224356000,233249000,852162000,987877000,821483000,0,166394000,685768000,0,852162000,87956000
177214,Drury University,64464852,80767705,0,170331910,42985980,27193715,58865253,68480677,60580417,7900260,127345930,67357789,60458247,0,6899542,120446388,0,127345930,9171321
198419,Duke University,9117194000,2698715000,644000,14096008000,3784660000,2286522000,5910185000,4401163000,2223441000,2177722000,10311348000,6391497000,4438440000,111838000,2064895000,8246453000,0,10311348000,1711379000
175227,Dunwoody College of Technology,22390063,14643959,0,40712987,16205951,0,1537796,22969240,13381694,9587546,24507036,27679375,26179863,0,1499512,23007524,0,24507036,2753175
212106,Duquesne University,206860000,252411000,0,568260000,231292000,168116000,217731000,119237000,75515000,43722000,336968000,292645000,240723000,0,51922000,285046000,0,336968000,39005000
150455,Earlham College,348111939,81564047,0,447621393,39832169,29362034,90906034,316883190,75915085,240968105,407789224,106697873,48447744,0,58250129,349539095,0,407789224,67701727
224527,East Texas Baptist University,61950367,33584145,0,102322504,6343866,2592420,37236668,58741970,30625581,28116389,95978638,31592872,21490939,0,10101933,85876705,0,95978638,11027397
144883,East-West University,12791473,35219833,0,67570336,11484311,9804013,55550429,535596,0,535596,56086025,15950868,11726200,0,4224668,51861357,0,56086025,678401
232043,Eastern Mennonite University,24098751,41665377,0,76771559,26242772,17190887,23448935,27079852,14321977,12757875,50528787,37318303,32937132,145840,4527011,46001776,0,50528787,4551950
165644,Eastern Nazarene College,18917501,23874290,150582,48740339,20786689,18128253,15576729,12376921,8838776,3538145,27953650,22468106,22334187,0,133919,27819731,0,27953650,1396618
212133,Eastern University,20113131,59451447,0,107352913,45758766,36716407,38472804,23121343,19436745,3684598,61594147,90319368,86045563,0,4273805,57984281,-663939,61594147,3501925
446233,Ecclesia College,0,3220746,0,3809223,714251,663914,3046239,48733,0,48733,3094972,1804517,1568830,0,235687,2859285,0,3094972,648
133492,Eckerd College,50972709,72062678,0,177230262,45785088,29270031,72190343,59254831,32245088,27009743,131445174,92693383,66529431,0,26163952,105281222,0,131445174,7258427
247162,Ecumenical Theological Seminary,204256,2516693,661543,3382492,694698,0,2504976,182818,70350,112468,2687794,1467357,1795924,-7423137,-7751704,10439498,0,2687794,77725
177278,Eden Theological Seminary,20262604,9031985,0,32839019,1381828,220207,8473993,22983198,18315960,4667238,31457191,9899274,5024156,0,4875118,26582073,0,31457191,1862044
238661,Edgewood College,27865740,47599892,119051,117662696,22894092,14425421,64775706,29992898,19845598,10147300,94768604,48732234,40368365,0,8363869,86404735,0,94768604,3182494
442806,Edward Via College of Osteopathic Medicine,287316,5740380,0,14243965,6377718,0,6840722,1025525,0,1025525,7866247,32825831,28770567,0,4055264,3810983,0,7866247,123792
133526,Edward Waters College,2842793,23208572,0,29061151,11783065,0,14020297,3257789,1660594,1597195,17278086,22994879,21630325,0,1364554,15913532,0,17278086,475522
212197,Elizabethtown College,64485829,81610000,0,164778469,64983767,43922329,45199412,54595290,30437292,24157998,99794702,71935106,61893889,112236,10153453,89641249,0,99794702,10718159
480134,Elizabethtown College School of Continuing and Professional Studies,,,,,,,,,,,,,,,,,,,
144962,Elmhurst College,86794859,72240822,0,185814231,81015398,56900000,61305554,43493279,23281969,20211310,104798833,84010624,69490399,-10869,14509356,90289477,0,104798833,16482885
190983,Elmira College,45800655,82049691,0,168859550,72628289,53825000,56459237,39772024,25152600,14619424,96231261,55883785,44286728,1763111,13360168,82871093,0,96231261,10932775
198516,Elon University,136402927,219723380,0,428882705,108860562,72832515,203286450,116735693,84651057,32084636,320022143,188206192,152890116,-546969,34769107,285253036,0,320022143,19623588
133553,Embry-Riddle Aeronautical University-Daytona Beach,79842000,232013000,0,490734000,228010000,166539000,235619000,27105000,15253000,11852000,262724000,317100000,270909000,0,46191000,216533000,0,262724000,12974000
104586,Embry-Riddle Aeronautical University-Prescott,,,,,,,,,,,,,,,,,,,
426314,Embry-Riddle Aeronautical University-Worldwide,,,,,,,,,,,,,,,,,,,
165662,Emerson College,119732775,432547698,0,588032944,239117002,207004393,322562302,26353640,19686275,6667365,348915942,153797066,135740919,0,18056147,330859795,0,348915942,13616205
220136,Emmanuel Christian Seminary,5291102,10613177,0,18551358,10208165,0,-2514413,10857606,10060439,797167,8343193,4360992,3881604,0,479388,7779005,84800,8343193,812989
139630,Emmanuel College,5525783,12616453,0,26723918,15165913,11586984,7593660,3964345,426316,3538029,11558005,11278408,11213045,0,65363,11492642,0,11558005,765034
165671,Emmanuel College,64500600,168086456,1421688,241839694,132483007,79209376,87011892,22344795,11291827,11052968,109356687,67666359,57371102,0,10295257,99061430,0,109356687,9627148
153302,Emmaus Bible College,2137819,6214800,0,12986793,2786438,1342590,6491332,3709023,2737786,971237,10200355,7187803,5160641,44875,2072037,8128318,0,10200355,475866
232025,Emory & Henry College,92078831,58257212,0,171434517,27575150,27575150,39464701,104394666,42944276,61450390,143859367,38667571,25519700,0,13147871,130711496,0,143859367,15950204
139658,Emory University,6365027000,2428226000,0,10061834000,3401131000,1616781000,2780519000,3880184000,1496796000,2383388000,6660703000,4028099000,3367734000,0,660365000,6007036000,-6698000,6660703000,714875000
165699,Endicott College,38750170,139517500,0,184992253,74655359,52702316,105254957,5081937,2620347,2461590,110336894,81734653,66025828,0,15708825,94628069,0,110336894,5770553
124487,Epic Bible College,0,2118224,80000,2751097,1909779,1506922,841318,0,0,0,841318,2609441,2158632,0,450809,390509,0,841318,0
165705,Episcopal Divinity School,70157465,4182101,0,78245219,1109747,0,44589488,32545984,25387653,7158331,77135472,14377319,7005042,11020582,18392859,58742613,0,77135472,11540607
409254,Erikson Institute,35153275,29428694,0,81527736,37926009,0,18632976,24968751,15739426,9229325,43601727,19004973,17004179,1557654,3558448,40043279,0,43601727,4953379
217998,Erskine College,49346293,28374454,0,81677282,21773825,12658940,7578917,52324540,49961276,2363264,59903457,23397233,19343118,0,4054115,55849342,0,59903457,7903138
144971,Eureka College,13513042,15803932,0,33970137,12953561,8627139,543242,20473334,17092889,3380445,21016576,19523972,14720321,-20750,4782901,16233675,0,21016576,2096735
177339,Evangel University,1398415,49215920,0,60100588,31152735,6870519,19274691,9673162,8704448,968714,28947853,31731893,32417610,0,-685717,29633570,0,28947853,1220329
212443,Evangelical Theological Seminary,2759753,2778160,0,5917532,982817,0,2573962,2360753,2101470,259283,4934715,2460216,2239085,0,221131,4713584,0,4934715,525723
385619,Everglades University,6925513,400195,0,18958729,3947143,0,15011586,0,0,0,15011586,22225893,18810253,0,3415640,11595946,0,15011586,0
196680,Excelsior College,21093851,9946135,16756,42249647,14156431,1510510,26978371,1114845,599836,515009,28093216,65632877,65188356,0,444521,27648695,0,28093216,1858998
129242,Fairfield University,255427000,287524000,0,620947000,270801000,230209000,189554000,160592000,106147000,54445000,350146000,201650000,159516000,1952000,44086000,306060000,0,350146000,41389000
184694,Fairleigh Dickinson University-College at Florham,,,,,,,,,,,,,,,,,,,
184603,Fairleigh Dickinson University-Metropolitan Campus,40736429,160145700,0,294172385,171661484,103426678,89252387,33258514,16058026,17200488,122510901,209174048,186311958,0,22862090,99648811,0,122510901,5737448
153320,Faith Baptist Bible College and Theological Seminary,9247886,7852572,0,18104499,2047696,0,11727874,4328929,3628708,700221,16056803,8617900,7695341,150000,1072559,14984244,0,16056803,1227335
443049,Faith Evangelical College & Seminary,0,1225304,675856,1901160,375375,0,1525785,0,0,0,1525785,2248082,1988013,0,260069,1265716,0,1525785,442
212452,Faith Theological Seminary,,,,,,,,,,,,,,,,,,,
443058,Family of Faith College,0,97609,0,116951,10382,0,106569,0,0,0,106569,365222,377479,0,-12257,118826,0,106569,0
101189,Faulkner University,19746920,50938043,1443660,90590550,44959681,36240739,31938647,13692222,9728026,3964196,45630869,46223300,39655724,0,6567576,39063293,0,45630869,2479271
184612,Felician College,789133,39489982,0,59756678,13684144,9380715,35577505,10495029,4762353,5732676,46072534,45684932,39632865,0,6052067,40020467,0,46072534,1166452
232089,Ferrum College,29135072,52085891,0,100097838,29929425,25082141,30912241,39256172,33110754,6145418,70168413,41611697,31006258,63760,10669199,59499214,0,70168413,7762797
114549,Fielding Graduate University,2659312,6611087,0,27909109,9547975,3778006,14440920,3920214,1482136,2438078,18361134,26823523,24374021,0,2449502,15911632,0,18361134,508717
172440,Finlandia University,3391827,20359043,0,26091401,10011676,5425482,8742804,7336921,6130431,1206490,16079725,15050469,13143479,0,1906990,14172735,0,16079725,106722
165802,Fisher College,10718262,17073234,0,31443315,14053104,10734677,17358600,31611,0,31611,17390211,21656977,18414121,0,3242856,14147355,0,17390211,1811815
220181,Fisk University,73714163,24676800,0,105843214,20168854,8070000,68447606,17226754,12525334,4701420,85674360,22473985,25310314,5676379,2840050,88514410,-5680100,85674360,799361
133711,Flagler College-St Augustine,75963106,102959970,0,204752083,46681790,0,138444540,19625753,14333259,5292494,158070293,60714551,40443034,0,20271517,137798776,0,158070293,15730408
444990,Flagler College-Tallahassee,0,0,0,2509885,495900,0,2013985,0,0,0,2013985,2882291,2429205,0,453086,1560899,0,2013985,1163
133809,Florida College,13653067,28362294,0,45468685,12276281,9499701,13244293,19948111,15659063,4289048,33192404,16279422,14216701,0,2062721,31129683,0,33192404,2275286
133881,Florida Institute of Technology,55435049,96207688,0,190430858,84460383,41536898,50532437,55438038,47116702,8321336,105970475,148889016,145008970,-55195,3824851,102145624,0,105970475,6689407
480569,Florida Institute of Technology-Online,,,,,,,,,,,,,,,,,,,
133979,Florida Memorial University,11614290,42677822,0,76966135,42051437,31647848,26152244,8762454,4233609,4528845,34914698,43898438,40822213,0,3076225,31838473,0,34914698,1367065
134079,Florida Southern College,63118546,88577119,0,178900601,38867657,0,62106708,77926236,29499747,48426489,140032944,79831175,55903908,0,23927267,116105677,0,140032944,8033683
177418,Fontbonne University,20331605,31937601,0,68497366,19860435,0,33197997,15438934,8489980,6948954,48636931,36756387,35443251,0,1313136,47323795,0,48636931,3390768
191241,Fordham University,590793608,681856404,0,1579660908,590418089,435260544,484061363,505181456,224173634,281007822,989242819,747765604,471384405,7611355,283992554,705250265,0,989242819,90114471
177427,Forest Institute of Professional Psychology,0,7877711,0,9937676,3914204,2267211,6000812,22660,0,22660,6023472,7044737,6966320,0,78417,5945055,0,6023472,10972
114734,Franciscan School of Theology,5920218,442436,0,6718365,154740,0,479082,6084543,3875383,2209160,6563625,1923724,1749679,0,174045,6389580,0,6563625,468010
205957,Franciscan University of Steubenville,65005819,72121547,0,151632813,34239387,22336923,84401858,32991568,15952825,17038743,117393426,64267161,52905134,0,11362027,106031399,0,117393426,9026838
104665,Frank Lloyd Wright School of Architecture,,,,,,,,,,,,,,,,,,,0
212577,Franklin and Marshall College,356234109,233520751,0,649910013,174997981,102660211,250617567,224294465,95302443,128992022,474912032,165587177,110318851,-8529939,46738387,428173645,0,474912032,55399705
150604,Franklin College,80112162,52562241,0,140934328,19605412,9703638,65818961,55509955,37868862,17641093,121328916,36486540,27188149,0,9298391,112030525,0,121328916,12001382
182795,Franklin Pierce University,7002441,51360945,0,75106835,56628354,46487360,11546968,6931513,4019898,2911615,18478481,49976390,48836365,0,1140025,17338456,0,18478481,1401185
202806,Franklin University,64387000,27065000,0,106443000,23524000,13730000,79225000,3694000,3051000,643000,82919000,72244000,65843000,0,6401000,76518000,0,82919000,6264000
441982,Franklin W Olin College of Engineering,369065000,111340000,0,490219000,173820000,158928000,13169000,303230000,2261000,300969000,316399000,71056000,34586000,0,36470000,279929000,0,316399000,61781000
220215,Freed-Hardeman University,38808563,47531203,7145837,93485603,37000298,23617657,16676172,39809133,13327946,26481187,56485305,36543127,36083014,5918268,6378381,50106924,0,56485305,253207
114813,Fresno Pacific University,20303360,38386780,0,87393263,36501237,17956714,29419054,21472972,8236974,13235998,50892026,53576156,46944350,0,6631806,45256955,-996735,50892026,1421983
155089,Friends University,59232000,55981000,0,128577000,25908000,17777000,64039000,38630000,32678000,5952000,102669000,40426000,36118000,0,4308000,98361000,0,102669000,7794000
156727,Frontier Nursing University,7693976,424784,0,14627397,4353962,0,9597167,676268,0,676268,10273435,14212127,10555985,-2423283,1232859,9040576,0,10273435,597163
114840,Fuller Theological Seminary in California,93135000,93315000,4922000,283354000,80393000,59108000,39884000,163077000,98963000,64114000,202961000,82939000,53568000,0,29371000,173590000,0,202961000,5154000
218070,Furman University,616706308,254251839,0,910789208,138822458,111201496,282947512,489019238,142996791,346022447,771966750,209737965,127384578,989763,83343150,688623600,0,771966750,99334240
481030,Future Generations Graduate School,,,,,,,,,,,,,,,,,,,
131450,Gallaudet University,149619103,164145935,0,383306334,61847812,39417154,189921421,131537101,119122275,12414826,321458522,142592819,136396949,-8785855,-2589985,324048507,0,321458522,6724596
212601,Gannon University,51713000,90173000,0,178740000,67983000,53111000,88139000,22618000,20247000,2371000,110757000,79949000,67185000,57000,12821000,97936000,0,110757000,8239000
198561,Gardner-Webb University,49755150,39024546,0,139747861,46483392,0,42575529,50688940,32903016,17785924,93264469,70163028,56006410,0,14156618,79107851,0,93264469,8708997
145275,Garrett-Evangelical Theological Seminary,87759926,17892520,0,113934636,22718069,14707500,10958736,80257831,67093865,13163966,91216567,24889818,12406768,0,12483050,79405097,-671580,91216567,18464273
212656,Geneva College,32931719,35529802,0,82305109,23808783,16391677,17954577,40541749,16126876,24414873,58496326,43693739,36790202,0,6903537,51592789,0,58496326,5752752
208822,George Fox University,21568186,66434439,0,101145842,38523829,25715082,41051759,21570254,15267504,6302750,62622013,65217726,62361730,0,2855996,63109775,-3343758,62622013,3619795
131469,George Washington University,1703944000,1060619000,8100000,3210192000,1349548000,850764000,1390478000,470166000,221190000,248976000,1860644000,1219787000,1027524000,7775000,200038000,1660606000,0,1860644000,157565000
156745,Georgetown College,40559984,44031392,0,99582362,55900003,37714039,-1467152,45149511,36293262,8856249,43682359,45518424,38979477,593181,7132128,36550231,0,43682359,7656028
131496,Georgetown University,1195962000,880876000,0,2464639000,1322396000,833056000,-60411000,1202654000,801956000,400698000,1142243000,1209395000,1014836000,0,194559000,947684000,0,1142243000,0
461236,Georgia Christian University,0,3855420,0,4495618,3612411,3313184,883207,0,0,0,883207,1717943,1843437,0,-125494,1008701,0,883207,3601
184773,Georgian Court University,44643015,66129312,0,122329025,38320467,31150467,66891071,17117487,12040082,5077405,84008558,52592209,47692963,52478,4951724,79056834,0,84008558,7859315
212674,Gettysburg College,206121378,157865248,0,447540911,135796462,84975000,160166060,151578389,116495416,35082973,311744449,142750778,110686483,0,32064295,279680154,0,311744449,34484938
230889,Goddard College,942814,3984251,0,9264410,2315846,79880,6173405,775159,441202,333957,6948564,13130917,12100842,0,1030075,5918489,0,6948564,200923
202903,Gods Bible School and College,2343195,3971257,0,6722296,1418013,0,3838580,1465703,915779,549924,5304283,4325750,4360384,144771,110137,5338917,-144771,5304283,381775
115083,Golden Gate University-San Francisco,2903264,71481430,0,150855497,51302303,39911753,72211818,27341376,16817640,10523736,99553194,72252715,59711921,0,12540794,87012400,0,99553194,10639118
130989,Goldey-Beacom College,47454449,9012096,0,73642652,2523324,0,59467362,11651966,8555970,3095996,71119328,28882352,20450271,7230,8439311,62680017,0,71119328,6816594
