UnitID,Institution Name,Long-term investments (F1112_F2_RV),Property  Plant  and Equipment  net of accumulated depreciation (F1112_F2_RV),Intangible Assets  net of accumulated amortization (F1112_F2_RV),Total assets (F1112_F2_RV),Total liabilities (F1112_F2_RV),Debt related to Property  Plant  and Equipment (F1112_F2_RV),Total unrestricted net assets (F1112_F2_RV),Total restricted net assets (F1112_F2_RV),Permanently restricted net assets included in total restricted net assets (F1112_F2_RV),Temporarily restricted net assets (F1112_F2_RV),Total net assets (F1112_F2_RV),Total revenues and investment return (F1112_F2_RV),Total expenses (F1112_F2_RV),Other specific changes in net assets (F1112_F2_RV),Total change in net assets (F1112_F2_RV),Net assets  beginning of the year (F1112_F2_RV),Adjustments to beginning of year net assets (F1112_F2_RV),Net assets  end of the year (F1112_F2_RV),Investment return - Total (F1112_F2_RV)
127954,Montessori Education Center of the Rockies,,,,,,,,,,,,,,,,,,,1261
436021,Montessori Institute of Milwaukee,,,,,,,,,,,,,,,,,,,1450
199032,Montreat College,7965411,11131447,0,26203415,7440903,355515,8267223,10495289,9316206,1179083,18762512,17088359,17448715,0,-360356,19122868,0,18762512,273938
166911,Montserrat College of Art,625338,10947129,0,12674911,9097770,7172534,2421896,1155245,514203,641042,3577141,9752142,9742343,0,9799,3567342,0,3577141,35246
147369,Moody Bible Institute,102033420,54685230,8341313,354516107,234175317,0,34907086,85433704,32404843,53028861,120340790,105511896,97381685,-11906189,-3775978,124116768,0,120340790,774183
214148,Moore College of Art and Design,13710577,25284987,0,49123041,8137847,4600000,27682539,13302655,9251464,4051191,40985194,15956409,14417995,0,1538414,39446780,0,40985194,-5993
214157,Moravian College,96543266,75844342,0,197247831,39006269,30245135,75135006,83106556,58842133,24264423,158241562,51036990,52951240,0,-1914250,160155812,0,158241562,-112725
140553,Morehouse College,133597239,152677846,0,307907235,79353238,47978249,87617594,140936403,71393264,69543139,228553997,80836872,91414959,0,-10578087,239132084,0,228553997,1179386
140562,Morehouse School of Medicine,67225750,56168590,0,167691642,31809863,0,58706728,77175051,76978840,196211,135881779,140992686,143378749,0,-2386063,138267842,0,135881779,-2945928
154004,Morningside College,39873420,35707825,0,88317865,32145977,17590000,17005518,39166370,31886673,7279697,56171888,31466018,30818982,20964,668000,55503888,0,56171888,-1769680
218399,Morris College,12199121,26536409,0,46385184,4459083,3255000,23952762,17973339,6261068,11712271,41926101,23576896,20042603,0,3534293,38391808,0,41926101,291475
214166,Mount Aloysius College,43922701,40784977,0,114414433,25517627,18857757,83946334,4950472,3625886,1324586,88896806,28810532,24788729,0,4021803,84875003,0,88896806,-361693
209241,Mount Angel Seminary,,,,,,,,,,,,,,,,,,,353988
204176,Mount Carmel College of Nursing,11866905,11540869,0,33640498,2419433,0,31221065,0,0,0,31221065,14655760,13169997,898621,2384384,28836681,0,31221065,-82066
166939,Mount Holyoke College,601005763,175979968,0,863651990,181854850,113914609,104358908,577438232,256103396,321334836,681797140,95170826,127832471,-3312552,-35974197,717771337,0,681797140,-9521860
166948,Mount Ida College,11732330,36506105,339012,51639465,40793298,30204341,9569449,1276718,770336,506382,10846167,35171774,35607136,0,-435362,11281529,0,10846167,-532284
219198,Mount Marty College,15172044,10887715,0,31973813,4590480,825235,35275,27348058,13256298,14091760,27383333,13104856,13689954,0,-585098,27968431,0,27383333,-199543
239390,Mount Mary University,18015516,20811422,0,51570727,10147871,6454386,22110241,19312615,10278731,9033884,41422856,27269681,22495586,-228851,4545244,36877612,0,41422856,100260
154013,Mount Mercy University,20623410,34842678,0,69042335,15760493,10664268,33055414,20226428,14167585,6058843,53281842,30095487,28612315,0,1483172,51798670,0,53281842,-287480
199069,Mount Olive College,17904154,31233941,0,74197950,35492160,18199117,3982370,34723420,25495588,9227832,38705790,43357963,34478332,0,8879631,29826159,0,38705790,524508
193353,Mount Saint Mary College,49857531,108782378,0,182959159,58886714,48612250,112751947,11320498,4442497,6878001,124072445,54183566,54231906,0,-48340,124120785,0,124072445,-3627377
119173,Mount St Mary's College,101403003,66029797,0,192249022,15067364,3000000,99902912,77278746,48592428,28686318,177181658,66465954,63774059,0,2691895,174489763,0,177181658,-2178772
163462,Mount St Mary's University,43997672,91067547,0,152342883,91057905,63013641,16929416,44355562,28171351,16184211,61284978,58979498,64549099,-3833637,-9403238,70688216,0,61284978,-1100599
204194,Mount Vernon Nazarene University,18212760,42641382,0,74119752,14794691,5692139,47586345,11738716,8166760,3571956,59325061,38824763,38939011,0,-114248,59439309,0,59325061,207062
214175,Muhlenberg College,172623005,169282756,122129479,434035240,108161888,72510000,217558247,108315105,66161360,42153745,325873352,83441786,86693390,0,-3251604,329124956,0,325873352,-7479127
209287,Multnomah University,6318000,15332000,0,31083000,8886000,4237000,10344000,11853000,9486000,2367000,22197000,13803000,13964000,0,-161000,22358000,0,22197000,-313000
204264,Muskingum University,64147711,50934929,0,125724731,19241821,5526537,55187630,51295280,33977626,17317654,106482910,34876696,37803761,0,-2927065,109409975,0,106482910,-1597563
127653,Naropa University,5551693,17764378,0,32943269,13801618,0,16508502,2633149,1532142,1101007,19141651,20571641,19358415,0,1213226,17928425,0,19141651,88534
239424,Nashotah House,8150218,6112145,0,15134440,1758580,1324028,4821597,8554263,6472659,2081604,13375860,3180952,4328393,-475671,-1623112,14998972,0,13375860,256633
209296,National College of Natural Medicine,98480,17757084,83915,22351785,13656111,11627339,7585260,1110414,406289,704125,8695674,18686649,18766940,0,-80291,8775965,0,8695674,179690
441478,National Graduate School of Quality Management,0,4861974,47849,8759491,5335366,4001046,3424125,0,0,0,3424125,3944645,5457717,0,-1513072,4986771,-49574,3424125,17619
434034,National Labor College,26565,38237922,0,41602559,43241000,25709167,-2610047,971606,26565,945041,-1638441,15904991,18295399,-1699466,-4089874,2451433,0,-1638441,-1635869
147536,National Louis University,28756472,43910325,0,102111379,53537892,26900000,34919323,13654164,9492587,4161577,48573487,76520772,77822989,-5619100,-6921317,55494804,0,48573487,-600975
119605,National University,389765676,113917672,0,674751679,80548661,0,576898213,17304805,12937542,4367263,594203018,198067754,191698607,-36963,6332184,587870834,0,594203018,-7086233
147590,National University of Health Sciences,8258876,26998325,0,42813500,14868500,7440000,23606157,4338843,3557891,780952,27945000,21798676,21336529,0,462147,27482853,0,27945000,516751
127714,Nazarene Bible College,1681593,3417216,0,8118369,3680058,0,2715271,1723040,1628425,94615,4438311,5472672,6785200,0,-1312528,5750839,0,4438311,1928
178518,Nazarene Theological Seminary,9165866,4090275,809335,14065476,619240,0,4864900,8581336,6268279,2313057,13446236,3050286,3938777,101222,-787269,14233505,0,13446236,-14972
193584,Nazareth College,54650899,130480371,0,222539958,78315258,50281050,116851521,27373179,15109914,12263265,144224700,75221227,72317188,-2760090,143949,144080751,0,144224700,300025
181376,Nebraska Christian College,931370,11096169,430551,12458090,5006538,4463039,6600753,850799,598112,252687,7451552,2840909,3083681,0,-242772,7694324,0,7451552,35894
181297,Nebraska Methodist College of Nursing & Allied Health,0,23372928,0,33483956,4966670,2967370,20957614,7559672,1407410,6152262,28517286,18577444,15994995,-973831,1608618,26908668,0,28517286,30958
181446,Nebraska Wesleyan University,50814605,31573000,0,99608000,28658000,19742000,25496000,45454000,35335000,10119000,70950000,34683000,37131000,-1452000,-3900000,74850000,0,70950000,-1415000
163532,Ner Israel Rabbinical College,45486826,2492744,0,55125295,526833,0,54598462,0,0,0,54598462,16295125,10410367,-1063514,4821244,50532877,-755659,54598462,6026208
214272,Neumann University,26651110,76014403,0,126494232,49321921,42912708,68102286,9070025,6011950,3058075,77172311,54507515,49140641,0,5366874,71805437,0,77172311,798988
185758,New Brunswick Theological Seminary,9813112,2570643,0,12862753,598021,0,-1629372,13894104,10348975,3545129,12264732,3541424,3741270,-447060,-646906,12911638,0,12264732,450166
182980,New England College,8145908,13603975,0,29602020,8094159,0,11296250,10211611,5509873,4701738,21507861,30069232,28316332,0,1752900,19754961,0,21507861,92642
167093,New England College of Optometry,12153112,11991270,11209066,35353448,19890019,0,8977457,6485972,2181872,4304100,15463429,22451494,23504935,0,-1053441,16516870,0,15463429,-452505
217305,New England Institute of Technology,39499020,132826924,802043,271376584,61498132,55230000,208778452,1100000,1100000,0,209878452,65192412,53824401,-2692518,8675493,201202959,0,209878452,184333
167181,New England School of Acupuncture,0,166629,0,1963766,1041749,0,844101,77916,0,77916,922017,4417794,4515940,160742,62596,859421,0,922017,1865
373827,New England School of Communications,0,3321400,0,4681007,1001917,942195,3294049,385041,0,385041,3679090,8623324,7029490,0,1593834,3035255,-949999,3679090,0
167215,New England School of Law,63106755,16732794,0,96579567,2782878,0,91421397,2375292,252599,2122693,93796689,36296312,25786924,6799,10516187,83280502,0,93796689,469558
430810,New Hampshire Institute of Art,23842456,25063539,0,50480187,20317222,18141306,5430389,24732576,24021198,711378,30162965,10146720,11256489,0,-1109769,31272734,0,30162965,-745588
208725,New Hope Christian College-Eugene,1258392,7356393,0,9397974,2167155,867179,4968166,2262653,1521062,741591,7230819,3179790,3931161,0,-751371,7239304,742886,7230819,-480
457484,New Hope Christian College-Honolulu,0,203367,0,542090,151170,35165,313477,77443,45180,32263,390920,1280159,1227007,21416,74568,316352,0,390920,0
444778,New Life Theological Seminary,15000,2687619,128986,3110122,1038823,987539,1905270,166029,85000,81029,2071299,1163798,1076966,0,86832,1984467,0,2071299,-122530
366368,New York Academy of Art,339373,5240145,0,8545475,2653562,0,5485360,406553,316523,90030,5891913,4526342,4358797,0,167545,5724368,0,5891913,-185878
193751,New York Chiropractic College,43165164,21925730,0,76825446,34435605,18621642,42210831,179010,80000,99010,42389841,25378460,24797418,0,581042,41808799,0,42389841,1466867
418126,New York College of Health Professions,0,13976637,21029255,39594857,4214107,0,35311781,68969,0,68969,35380750,10076348,8264384,0,1811964,33645436,-76650,35380750,1403
194073,New York College of Podiatric Medicine,38558717,7501589,0,53869447,15203300,0,37192140,1474007,189314,1284693,38666147,16094315,15897965,0,196350,38469797,0,38666147,2344784
439783,New York College of Traditional Chinese Medicine,0,173125,0,1118961,225058,0,893903,0,0,0,893903,2271914,2122243,0,149671,744232,0,893903,3156
194091,New York Institute of Technology,55699002,146293445,0,328150574,237076036,747928,86794774,4279764,630394,3649370,91074538,224577493,224464187,1956118,2069424,93143962,-4138848,91074538,3292206
193821,New York Law School,241522413,187134360,0,447539856,228691084,172450000,181372775,37475997,31657311,5818686,218848772,71120834,86287748,-17548000,-32714914,251563686,0,218848772,-7819056
193830,New York Medical College,69382372,145031198,12859378,289986984,105522439,50306355,139551743,44912802,30439819,14472983,184464545,146021686,144315811,0,1705875,182758670,0,184464545,-2807760
194116,New York School of Interior Design,16197912,18182792,0,38556539,4480962,0,31364363,2711214,1610923,1100291,34075577,13019534,14084870,0,-1065336,35140913,0,34075577,-328882
193894,New York Theological Seminary,2117895,41736,0,2977041,751957,0,-688026,2913110,1987612,925498,2225084,4121127,5448958,0,-1327831,3552915,0,2225084,-161230
193900,New York University,2825649000,3605859000,0,8352786000,4275093000,2169356000,2019241000,2058452000,1409146000,649306000,4077693000,3887698000,3830879000,0,56819000,4020874000,0,4077693000,80685000
218414,Newberry College,20298108,27037747,3716961,55132683,29203602,21106956,729395,25199686,23755623,1444063,25929081,21452474,25949599,0,-4497125,30426206,0,25929081,-506312
167251,Newbury College,0,14348545,0,22264316,12601049,561653,7688793,1974474,1600000,374474,9663267,19812312,18355388,-59850,1397074,8266193,0,9663267,-54587
155335,Newman University,20109487,34363891,694730,61695506,24905765,18498441,11700952,25088789,19720918,5367871,36789741,24525503,23243314,0,1282189,35507552,0,36789741,-743567
193973,Niagara University,71358867,113291363,0,244529861,68152271,0,129295823,47081767,20586681,26495086,176377590,79014506,77137521,0,1876985,174500605,0,176377590,-3433751
167260,Nichols College,8295215,44150471,0,60030174,14192447,9622661,31981207,13856520,5226311,8630209,45837727,34483984,28625742,0,5858242,39979485,0,45837727,666047
461795,North American University,244461,9173558,0,11006736,6825041,6531795,4181695,0,0,0,4181695,7126275,6661723,0,464552,3717143,0,4181695,0
199209,North Carolina Wesleyan College,9167443,26846719,0,41316945,9921447,636303,22568413,8827085,5937659,2889426,31395498,20693046,20814569,243046,121523,31517021,-243046,31395498,-278553
147660,North Central College,91650059,128290038,0,249280123,59031727,41621482,129358387,60890009,40998455,19891554,190248396,69617563,64631506,-4612805,373252,189875144,0,190248396,-2037736
174437,North Central University,4662519,29859099,0,41480321,8618427,4981977,28546610,4315284,2669787,1645497,32861894,25172881,22904953,0,2267928,30593966,0,32861894,116958
218441,North Greenville University,20466116,46688310,0,91366731,4359707,654144,70520952,16486072,15156408,1329664,87007024,35025883,29926260,0,5099623,81907401,0,87007024,-804125
147679,North Park University,119050770,77713389,0,224525502,77310195,61262211,78792419,68422888,54693110,13729778,147215307,56295144,52826637,0,3468507,143746800,0,147215307,-1791123
439817,Northeastern Seminary,2615622,1322667,0,5665195,1580533,0,881593,3203069,2642481,560588,4084662,1731674,1579202,-114550,37922,4046740,0,4084662,115209
167358,Northeastern University,657466000,1022526000,0,2112032000,1063705000,764752000,709983000,338344000,172803000,165541000,1048327000,924280000,827220000,-35163000,61897000,986430000,0,1048327000,1507000
482705,Northeastern University Global Network,,,,,,,,,,,,,,,,,,,
147697,Northern Baptist Theological Seminary,16328318,6849095,0,25463139,852172,0,8730712,15880255,14249569,1630686,24610967,2424158,4001326,0,-1577168,26188135,0,24610967,-242579
239512,Northland College,19812645,33522783,0,58016229,7049940,0,34139008,16827281,12927817,3899464,50966289,13854688,17703769,0,-3849081,54815370,0,50966289,280643
239503,Northland International University,3558562,11889127,0,16185386,2540366,110263,12944980,700040,341408,358632,13645020,8187366,10673516,4972300,2486150,16131170,-4972300,13645020,-231602
217606,Northpoint Bible College,407777,16829402,0,19582527,253636,0,18702574,626317,312703,313614,19328891,7492684,5869231,10000,1633453,17705438,-10000,19328891,33720
443030,NorthShore University HealthSystem School of Nurse Anesthesia,,,,,,,,,,,,,,,,,,,0
209409,Northwest Christian University,11983380,14992099,0,31737987,16139825,0,2243725,13354437,12127611,1226826,15598162,8921973,10642063,0,-1720090,17318252,0,15598162,-451587
460941,Northwest Institute of Literary Arts,177224,487,0,502574,224291,0,214618,63665,27191,36474,278283,439962,449709,0,-9747,288030,0,278283,1542
142461,Northwest Nazarene University,32029156,38456331,0,90092274,24898335,13840005,35050502,30143437,22774910,7368527,65193939,35762908,37257447,-97791,-1592330,66786269,0,65193939,-440775
236133,Northwest University,10705311,48892065,0,74405717,48138004,31485000,20958128,5309585,4260307,1049278,26267713,27053005,28775115,0,-1722110,27989823,0,26267713,-225301
154101,Northwestern College,50386820,47007087,0,110653942,12852627,6176000,69932549,27868766,18666011,9202755,97801315,27964426,27056313,8748,916861,96884454,0,97801315,354882
174507,Northwestern Health Sciences University,12534971,18681679,0,41156060,20752609,7600000,16474746,3928705,1335454,2593251,20403451,29483810,29147541,516,336785,20066666,0,20403451,370090
147767,Northwestern University,7220057000,1576025000,0,9876897000,1751563000,802310000,4952584000,3172750000,1125641000,2047109000,8125334000,2085308000,1791451000,0,293857000,7831477000,0,8125334000,378257000
136206,Northwood University-Florida,,,,,,,,,,,,,,,,,,,
171492,Northwood University-Michigan,78083421,63973063,0,161735348,16343294,2362674,61418962,83973092,29977033,53996059,145392054,65851857,72301036,-177422,-6626601,152018655,0,145392054,-693304
227243,Northwood University-Texas,,,,,,,,,,,,,,,,,,,
230995,Norwich University,160089000,106161000,0,321921000,114258000,72800000,68796000,138867000,40838000,98029000,207663000,83969000,99569000,-9918000,-25518000,233181000,0,207663000,-7682000
204468,Notre Dame College,7329035,30215436,0,42321533,30432243,22428499,5761877,6127413,4313219,1814194,11889290,25117761,29006169,-7659,-3896067,15785357,0,11889290,-3489540
120184,Notre Dame de Namur University,12268614,26993495,0,54453382,21245420,15290000,20512149,12695813,8620152,4075661,33207962,38247077,32696565,0,5550512,27657450,0,33207962,348005
163578,Notre Dame of Maryland University,31370925,65236344,0,138788385,43170598,33279051,60187272,35430515,23452073,11978442,95617787,38563419,40474472,0,-1911053,97528840,0,95617787,-503924
160029,Notre Dame Seminary Graduate School of Theology,4150879,11118719,0,23581251,2791704,1578765,12521391,8268156,2195328,6072828,20789547,15136737,4597848,0,10538889,10250658,0,20789547,48854
136215,Nova Southeastern University,205578068,759898961,0,1106201252,535600313,358609040,478120689,92480250,21779334,70700916,570600939,630024738,583936428,0,46088310,524512629,0,570600939,1320862
194161,Nyack College,8735547,27809248,0,52666779,27864685,19149280,13406544,11395550,8227760,3167790,24802094,48763978,47516063,0,1247915,23554179,0,24802094,-156123
221254,O'More College of Design,0,4101381,93898,4515711,3104686,6484,1405925,5100,100,5000,1411025,4874517,4705197,-88333,80987,1330038,0,1411025,29
174525,Oak Hills Christian College,617679,2392263,1321,3660471,568190,0,2260397,831884,454501,377383,3092281,3179730,3240267,0,-60537,3152818,0,3092281,-68248
152099,Oakland City University,13358592,36897403,0,56381389,5782163,1485838,43830365,6768861,4411083,2357778,50599226,21157522,24405769,0,-3248247,53847473,0,50599226,68910
101912,Oakwood University,9376040,39419486,0,75005830,14784140,7575000,44373196,15848494,2707736,13140758,60221690,51201558,47822855,0,3378703,56842987,0,60221690,150567
204501,Oberlin College,721817853,286633943,0,1079429732,255191704,168120859,263537298,560700730,241661519,319039211,824238028,139594587,161899944,-13827960,-36133317,860371343,2,824238028,159901
227289,Oblate School of Theology,16700356,20531439,0,43688981,3516858,2722421,21600846,18571277,9077391,9493886,40172123,8384837,6399112,0,1985725,38186398,0,40172123,-553845
120254,Occidental College,375618824,156115909,0,586642098,124166871,83450000,136384918,326090309,148024146,178066163,462475227,95453037,101064954,0,-5611917,468087144,0,462475227,-1795174
140696,Oglethorpe University,17905328,43105021,106012,75521733,23404100,12500426,23991558,28126075,13589489,14536586,52117633,32710046,40868649,15655246,7496643,44620990,0,52117633,881002
201964,Ohio Christian University,3367399,20361135,7042509,30771043,15583577,8919282,13350917,1836549,1618754,217795,15187466,25151161,21008781,0,4142380,11045086,0,15187466,124109
204617,Ohio Dominican University,23222980,58211187,750000,91530993,54403745,0,21428900,15698348,10143481,5554867,37127248,33759203,38220652,0,-4461449,41588697,0,37127248,-42820
206002,Ohio Mid-Western College,0,554215,22080,975032,968422,535738,6610,0,0,0,6610,1646047,1796106,0,-150059,156669,0,6610,0
204635,Ohio Northern University,164958,147410429,0,351136340,139737896,68725858,44822961,166575483,91519260,75056223,211398444,81617478,93535245,-2279857,-14197624,225596068,0,211398444,-8865343
237640,Ohio Valley University,1894048,15043460,0,23745800,24947466,0,-4514509,3312843,1290894,2021949,-1201666,9649317,10472500,0,-823183,-378483,0,-1201666,-35611
204909,Ohio Wesleyan University,187769323,117605315,0,328531424,76400297,31759762,55851836,196279291,137767637,58511654,252131127,55132368,65958059,-4296466,-15122157,267221002,32282,252131127,-5925062
194189,Ohr Hameir Theological Seminary,0,2223422,0,2882627,419924,0,2462703,0,0,0,2462703,3134975,3006499,0,128476,2334227,0,2462703,0
207403,Oklahoma Baptist University,102127969,59298741,0,176336013,17699230,8712458,55582360,103054423,80582649,22471774,158636783,34973744,35455272,0,-481528,159118311,0,158636783,3288270
207324,Oklahoma Christian University,37787448,66794238,0,120571643,90627988,0,-5698891,35642546,19379158,16263388,29943655,53374831,58610432,-6853246,-12088847,42032502,0,29943655,-3304854
207458,Oklahoma City University,81195670,169738600,1404898,273509565,102757064,58428486,76424560,94327941,61643139,32684802,170752501,68393759,78291254,0,-9897495,180649996,0,170752501,-10500055
206835,Oklahoma Wesleyan University,2982690,20479822,0,30771176,3023659,0,21825912,5921605,3333647,2587958,27747517,20588536,16020129,0,4568407,23179110,0,27747517,141826
171599,Olivet College,11864550,24556523,0,40006194,12863080,5054948,11992703,15150411,13193882,1956529,27143114,19369269,17894408,0,1474861,25668253,0,27143114,-78862
147828,Olivet Nazarene University,27792776,163263654,0,240627480,111006679,84421068,108919761,20701040,14817852,5883188,129620801,78401049,73489294,-395321,4516434,125104367,0,129620801,158616
207582,Oral Roberts University,43219136,74954418,0,189213163,35712151,354598,77903213,75597799,40115859,35481940,153501012,107131509,97380020,-7685,9743804,143757208,0,153501012,2679507
209533,Oregon College of Art and Craft,0,11458378,0,15541660,4991323,3176414,-34726,10585063,0,10585063,10550337,5047502,6428218,0,-1380716,11931053,0,10550337,219
369659,Oregon College of Oriental Medicine,5717072,14871189,0,24929477,21241817,19349060,3531635,156025,0,156025,3687660,6496650,6364343,0,132307,3555353,0,3687660,96289
120403,Otis College of Art and Design,30001614,20878442,0,55485566,10702990,2974412,27010979,17771597,8463000,9308597,44782576,39276975,37969562,0,1307413,43475163,0,44782576,248707
442897,Ottawa University-Jeffersonville,,,,,,,,,,,,,,,,,,,
155636,Ottawa University-Kansas City,,,,,,,,,,,,,,,,,,,
428259,Ottawa University-Milwaukee,,,,,,,,,,,,,,,,,,,
454582,Ottawa University-Online,,,,,,,,,,,,,,,,,,,
155627,Ottawa University-Ottawa,19974923,19687163,0,50632052,29038864,13470000,8836362,12756826,12162532,594294,21593188,44088370,42158466,0,1929904,19663284,0,21593188,106748
105367,Ottawa University-Phoenix,,,,,,,,,,,,,,,,,,,
204936,Otterbein University,78822939,90025765,0,203551813,52598102,41215566,95961311,54992400,28863745,26128655,150953711,58758346,59943496,-44345,-1229495,152183206,0,150953711,-4567286
107512,Ouachita Baptist University,90631864,95584373,0,197268521,90125653,86875644,19014319,88128549,81062721,7065828,107142868,34601740,39456808,0,-4855068,111997936,0,107142868,62233
160065,Our Lady of Holy Cross College,24590363,6991489,0,35962352,429703,0,23638606,11894043,9048252,2845791,35532649,15354875,12933127,-1054774,1366974,34165675,0,35532649,1410225
160074,Our Lady of the Lake College,3672141,2018377,0,17085092,7014500,0,2158720,7911872,5300000,2611872,10070592,21480838,20934067,0,546771,9523821,0,10070592,42096
227331,Our Lady of the Lake University,14258979,44854182,0,110477487,37965938,5105000,54002587,18508962,7354635,11154327,72511549,39376567,41999507,0,-2622940,75134489,0,72511549,149940
461120,Oxford Graduate School,0,1828471,0,2736063,1464084,421904,1271954,25,0,25,1271979,453602,657662,0,-204060,1476039,0,1271979,2
178679,Ozark Christian College,6932075,6640229,0,15481000,1968694,0,9185955,4326351,2852503,1473848,13512306,10104576,9581822,0,522754,12989552,0,13512306,161076
194310,Pace University-New York,124381733,260175782,0,464485299,323926216,111577000,640564,139918519,76865969,63052550,140559083,300909642,306066368,-10768353,-15925079,156484162,0,140559083,-6669973
120740,Pacific Lutheran Theological Seminary,10034093,1197522,0,12245295,1745645,0,581126,9918524,7335435,2583089,10499650,3294114,3377336,-56371,-139593,10639243,0,10499650,369877
236230,Pacific Lutheran University,80152805,114163471,0,239467143,85232889,0,60523280,93710974,71158172,22552802,154234254,93145826,100312434,-343835,-7510443,161744697,0,154234254,-2964965
209603,Pacific Northwest College of Art,12070413,12183832,0,34394497,6212991,4423085,2016787,26164719,12590198,13574521,28181506,16446854,13346371,-3065827,34656,25037403,3109447,28181506,-575517
455406,Pacific Northwest University of Health Sciences,252967,30385147,0,40331922,34240458,29995944,5122711,968753,0,968753,6091464,17707779,14113374,0,3594405,2497059,0,6091464,5818
120768,Pacific Oaks College,0,98320,0,16109548,6972763,0,2737233,6399552,3998938,2400614,9136785,8317652,11881102,0,-3563450,12700235,0,9136785,-184097
120795,Pacific School of Religion,36522407,2468035,0,41895064,2693128,0,3130264,36071672,27848842,8222830,39201936,4658866,7575996,0,-2917130,42119066,0,39201936,-1096430
120838,Pacific States University,0,1821254,38451,3247541,1119134,568418,2128407,0,0,0,2128407,2485289,2688982,0,-203693,2332100,0,2128407,0
120865,Pacific Union College,11586901,31732659,5841422,89298717,40490419,9047570,23838622,24969676,15980829,8988847,48808298,46675963,45050039,-2040826,-414902,49223200,0,48808298,532765
209612,Pacific University,57248678,121371391,0,217634763,105080579,81017345,65116261,47437923,34554794,12883129,112554184,90069044,88331082,-444249,1293713,111260471,0,112554184,-457595
140720,Paine College,8367624,19485536,0,33319497,14019140,6129594,8472398,10827959,5040433,5787526,19300357,23815622,23696236,0,119386,19180971,0,19300357,-167110
136330,Palm Beach Atlantic University,42566450,102535995,0,196323019,53990676,42010000,81152134,61180209,16279193,44901016,142332343,63249715,65332666,0,-2082951,144415294,0,142332343,-1177411
154174,Palmer College of Chiropractic-Davenport,42544195,65713111,0,135829580,46612081,0,60856278,28361221,13360728,15000493,89217499,72457237,68602557,0,3854680,85362819,0,89217499,1104271
120698,Palo Alto University,1036775,8377751,0,21332860,8400048,0,11611962,1320850,659268,661582,12932812,21798729,19640068,0,2158661,10774151,0,12932812,13883
121628,Pardee RAND Graduate School,,,,,,,,,,,,,,,,,,,674062
178721,Park University,4409702,51494029,0,122345723,36896597,22761457,48037289,37411837,30239043,7172794,85449126,78457869,70126964,0,8330905,77118221,0,85449126,1797843
243823,Parker University,27031806,7597847,0,46240103,9850063,146126,35085325,1304715,496711,808004,36390040,29861711,29348046,0,513665,35876375,0,36390040,1583182
227429,Paul Quinn College,2484856,11423776,0,17956551,3725349,0,9790550,4440652,4757380,-316728,14231202,6163840,7424150,-550000,-1810310,16041512,0,14231202,325525
194392,Paul Smiths College of Arts and Science,19720403,53503919,456971,76388441,25406248,19896472,39777470,11204723,10124349,1080374,50982193,27858081,25784910,0,2073171,48909022,0,50982193,506200
204990,Payne Theological Seminary,0,2340246,0,2559156,1460427,953474,1058807,39922,0,39922,1098729,2143429,1903453,0,239976,858753,0,1098729,185
214883,Peirce College,53690,13166611,0,35362095,11684182,2749320,21235636,2442277,162410,2279867,23677913,21694801,20365704,0,1329097,22348816,0,23677913,274609
214971,Pennsylvania Academy of the Fine Arts,13145299,47385932,0,75919521,24316596,19275000,27163388,24439537,23913537,526000,51602925,15708637,20303748,0,-4595111,56198036,0,51602925,1207820
215053,Pennsylvania College of Art and Design,1216052,6582909,0,13488438,3248364,3109022,8642133,1597941,842047,755894,10240074,5597793,5191916,160,406037,9834038,-1,10240074,68322
442356,Pennsylvania College of Health Sciences,1378086,6946219,0,13586236,3789084,1243750,6782068,3015084,2638033,377051,9797152,21126597,21235429,0,-108832,9905984,0,9797152,-12167
219842,Pentecostal Theological Seminary,13940645,3882661,0,19262803,43612,0,4645908,14573283,14064699,508584,19219191,2611771,3904308,1173006,-119531,19338722,0,19219191,6678
121150,Pepperdine University,891720000,341180000,0,1368447000,364205000,239422000,595418000,408824000,305781000,103043000,1004242000,273795000,277367000,0,-3572000,1013081000,-5267000,1004242000,-9781000
199306,Pfeiffer University,14906205,24839644,0,46220010,22329359,15707624,6332877,17557774,14222046,3335728,23890651,24481538,24370891,0,110647,23780004,0,23890651,-301197
215123,Philadelphia College of Osteopathic Medicine,148405257,63961105,0,319392744,66098702,0,227218152,26075890,10850453,15225437,253294042,112381540,100141949,-3039620,9199971,244094071,0,253294042,4885250
215099,Philadelphia University,28875525,126354952,0,213131376,97772175,80411051,88681798,26677403,12903469,13773934,115359201,101551137,85447347,0,16103790,99255411,0,115359201,470103
107600,Philander Smith College,10421459,38915919,0,52264821,20039244,15568927,18219395,14006182,7942674,6063508,32225577,16157010,17278252,0,-1121242,33346819,0,32225577,-15372
110307,Phillips Graduate Institute,0,503599,0,4420226,3662309,311469,738649,19268,10000,9268,757917,7150955,6511816,0,639139,99510,19268,757917,6852
414966,Phillips Theological Seminary,40725245,7168252,10431,57776150,145956,0,10018787,47611407,24131077,23480330,57630194,7884756,4081949,0,3802807,53827387,0,57630194,3714030
381459,Phoenix Seminary,1572583,8786781,0,16133910,7134149,6714828,4354167,4645594,3279560,1366034,8999761,2764170,5296158,0,-2531988,11531749,0,8999761,-560971
140818,Piedmont College,48505248,67197099,0,130013275,15472903,9788400,104164176,10376196,6269869,4106327,114540372,30000636,29617061,0,383575,114156797,0,114540372,607861
